text,intent
would you mind if you what's the clock say,time
could you what is the time,time
could you tell me the forecast,weather
"ok, say a joke please",joke
could you current time please,time
talk to you soon,farewell
could you is it raining outside in london,weather
"hey assistant, current time please",time
"hey, bye bye now",farewell
"ok, tell me about on spotify",search_web
could you shuffle my songs please,play_music
i need you to tell me about today,search_web
please tell me the forecast,weather
i need you to yo friend,greeting
could you how is the weather,weather
could you start,open_app
please what is,search_web
just farewell please,farewell
"hey assistant, boot up now",open_app
please search for please,search_web
what is the temperature,weather
"hey, create a timer in london",set_alarm
can you what is the time please,time
search the web for,search_web
search the web for for 10 minutes,search_web
just tell me about,search_web
could you who is,search_web
i need you to top of the morning now,greeting
i need you to good morning,greeting
"ok, i need a laugh at 7 am",joke
can you play some tunes,play_music
"ok, search the web for buddy",search_web
please see ya about space,farewell
"hey assistant, i need a laugh today",joke
i need you to resume playback,play_music
new alarm buddy,set_alarm
i need you to what's the clock say,time
please do you know the time in new york,time
could you launch,open_app
just crack a joke today,joke
"hey, i'm leaving",farewell
"hey assistant, set a timer",set_alarm
would you mind if you see you later,farewell
please do you know the time right now,time
"hey assistant, music please",play_music
i need you to could you tell me the time right now,time
just look up right now,search_web
please do you know the time,time
would you mind if you i need a laugh,joke
"hey assistant, say a joke",joke
i need you to tell me a joke buddy,joke
i need you to shuffle my songs,play_music
"hey assistant, say a joke",joke
would you mind if you add an alarm at 7 am,set_alarm
just how is the weather,weather
"hey, top of the morning about dogs",greeting
i need you to current time please please,time
"hey, tell me a joke for 10 minutes",joke
i need you to farewell,farewell
"ok, farewell",farewell
just timer for,set_alarm
would you mind if you shuffle my songs right now,play_music
"ok, open up on youtube",open_app
can you tell me about assistant,search_web
i need you to music please,play_music
i need you to hello on spotify,greeting
i need you to say a joke for me,joke
"ok, play some music",play_music
"hey assistant, open up",open_app
"hey assistant, do you know the time in new york",time
"hey, see ya in london",farewell
please hey,greeting
boot up friend,open_app
timer for about dogs,set_alarm
i need you to good morning,greeting
could you put on a playlist right now,play_music
could you open the app,open_app
just set an alarm quickly,set_alarm
"hey, what's the weather like in new york",weather
"hey assistant, catch you later now",farewell
"hey, launch",open_app
could you what is on spotify,search_web
can you what is the time,time
just go to,open_app
would you mind if you set an alarm,set_alarm
"hey assistant, show me now",open_app
please timer for now,set_alarm
could you set an alarm for 10 minutes,set_alarm
"hey, hey",greeting
please what time is it on youtube,time
could you crack a joke,joke
would you mind if you play some music,play_music
i want to listen to music,play_music
would you mind if you what is,search_web
"ok, show me tomorrow",open_app
just play a song in new york,play_music
could you i need a laugh,joke
could you crack a joke on spotify,joke
i need you to say a joke in new york,joke
i need you to bye bye,farewell
i need you to is it raining outside,weather
"hey, add an alarm assistant",set_alarm
would you mind if you who is,search_web
can you make me laugh about dogs,joke
how is the weather,weather
can you current time please,time
can you say a joke,joke
"hey assistant, make me laugh at 7 am",joke
"hey, new alarm",set_alarm
crack a joke for me,joke
would you mind if you is it raining outside friend,weather
would you mind if you look up now,search_web
please do you know the time,time
i need you to hello,greeting
would you mind if you resume playback,play_music
would you mind if you do you know any jokes on spotify,joke
would you mind if you play a song,play_music
please new alarm today,set_alarm
"hey, crack a joke about dogs",joke
just what is the temperature,weather
would you mind if you i'm leaving quickly,farewell
just shuffle my songs at 7 am,play_music
just what's the clock say,time
just resume playback,play_music
tell me the forecast now,weather
can you who is,search_web
could you launch,open_app
"ok, hi quickly",greeting
could you tell me a joke quickly,joke
i need you to i need a laugh tomorrow,joke
could you say a joke now,joke
i need you to search for,search_web
can you top of the morning,greeting
would you mind if you current time please quickly,time
just what's the clock say friend,time
just do i need an umbrella for 10 minutes,weather
music please,play_music
i need you to set an alarm,set_alarm
"hey, can you google",search_web
please say a joke buddy,joke
would you mind if you new alarm,set_alarm
please what is assistant,search_web
"ok, what's the weather like",weather
"ok, hi",greeting
could you good afternoon right now,greeting
just google,search_web
put on a playlist,play_music
please crack a joke,joke
can you talk to you soon,farewell
can you search for friend,search_web
please set an alarm,set_alarm
"ok, look up at 7 am",search_web
can you crack a joke about dogs,joke
just what is,search_web
"hey assistant, current time please in new york",time
just add an alarm,set_alarm
"hey, show me now",open_app
i need you to is it sunny for 10 minutes,weather
can you play some music,play_music
would you mind if you could you tell me the time,time
please can you google on youtube,search_web
would you mind if you tell me about assistant,search_web
please time check,time
can you open,open_app
just i'm leaving,farewell
please i want to listen to music,play_music
i need you to play a song on youtube,play_music
"ok, see ya in new york",farewell
"hey, make me laugh",joke
would you mind if you open the app in london,open_app
would you mind if you play some tunes at 7 am,play_music
"ok, tell me the time on youtube",time
can you do you know any jokes about space,joke
i need you to play a song,play_music
good afternoon assistant,greeting
can you see ya,farewell
"hey assistant, tell me a joke tomorrow",joke
"hey assistant, is it sunny about space",weather
"hey, open the app",open_app
would you mind if you make me laugh in london,joke
could you yo for me,greeting
"hey assistant, tell me something funny friend",joke
is it sunny for 10 minutes,weather
"hey, set an alarm at 7 am",set_alarm
just tell me the time for 10 minutes,time
would you mind if you show me,open_app
i need you to boot up,open_app
could you bye at 7 am,farewell
could you do i need an umbrella please,weather
could you do you know the time friend,time
resume playback,play_music
would you mind if you how is the weather quickly,weather
would you mind if you what is the temperature,weather
would you mind if you hi there today,greeting
"hey assistant, create a timer",set_alarm
"hey assistant, launch",open_app
please current time please on youtube,time
"hey assistant, have a good one on youtube",farewell
could you go to at 7 am,open_app
just hi there,greeting
i need you to find information about,search_web
"hey, add an alarm on youtube",set_alarm
would you mind if you do you know the time at 7 am,time
"hey assistant, play a song now",play_music
just is it sunny,weather
"ok, could you tell me the time",time
"hey assistant, is it sunny in new york",weather
would you mind if you tell me something funny,joke
please crack a joke in london,joke
please google,search_web
i need you to remind me today,set_alarm
"hey assistant, timer for buddy",set_alarm
can you could you tell me the time,time
just can you google,search_web
can you set a timer,set_alarm
good evening in london,greeting
would you mind if you what is the temperature for 10 minutes,weather
please see ya,farewell
"ok, say a joke please",joke
just peace out,farewell
"hey assistant, what's the weather like",weather
can you i'm leaving in new york,farewell
would you mind if you what is the temperature assistant,weather
would you mind if you bye today,farewell
can you tell me something funny,joke
i need you to open up,open_app
timer for,set_alarm
i need a laugh,joke
please can you open today,open_app
could you remind me buddy,set_alarm
how are you,greeting
could you what's the weather like for 10 minutes,weather
new alarm for me,set_alarm
can you what is the time,time
i need you to what time is it,time
"ok, hi there",greeting
create a timer,set_alarm
please boot up,open_app
could you make me laugh,joke
what is the time,time
"hey, set a timer",set_alarm
"ok, what time is it",time
"hey, hi there today",greeting
"hey assistant, catch you later buddy",farewell
can you tell me the forecast,weather
could you could you tell me the time tomorrow,time
please is it raining outside in new york,weather
"hey assistant, add an alarm",set_alarm
could you do i need an umbrella in london,weather
i need you to music please assistant,play_music
i need you to resume playback,play_music
i want to listen to music on youtube,play_music
would you mind if you what is the temperature about space,weather
"hey, do i need an umbrella on youtube",weather
please time check,time
could you i'm leaving at 7 am,farewell
"hey, new alarm in new york",set_alarm
could you who is,search_web
just is it sunny,weather
"hey assistant, boot up",open_app
please tell me about,search_web
"hey assistant, create a timer in new york",set_alarm
"ok, boot up on spotify",open_app
"hey, tell me the forecast for 10 minutes",weather
please could you tell me the time,time
i need you to how is the weather,weather
can you what is the time,time
would you mind if you see you later for 10 minutes,farewell
just how is the weather on spotify,weather
"hey assistant, start playing music",play_music
please add an alarm now,set_alarm
i need you to launch for me,open_app
"hey, music please quickly",play_music
can you farewell,farewell
just how is the weather,weather
would you mind if you can you open,open_app
would you mind if you what's the weather like about space,weather
what's the clock say,time
can you what time is it,time
just show me now,open_app
i need you to make me laugh buddy,joke
can you see you later at 7 am,farewell
"hey assistant, tell me the forecast about dogs",weather
"ok, start for me",open_app
"hey assistant, what's the clock say",time
please can you open about dogs,open_app
what is the time,time
can you resume playback tomorrow,play_music
i need you to what's the clock say about dogs,time
i need you to bye bye,farewell
just how are you,greeting
"hey, set a timer",set_alarm
can you farewell,farewell
i need you to hi there friend,greeting
can you play some music,play_music
"hey assistant, do i need an umbrella",weather
please show me in new york,open_app
can you say a joke,joke
"hey assistant, say a joke",joke
i need you to hi there,greeting
can you what's the weather like quickly,weather
i need you to goodbye,farewell
play a song,play_music
i want to listen to music,play_music
i need you to say a joke tomorrow,joke
can you open the app please,open_app
could you do i need an umbrella,weather
just do i need an umbrella on spotify,weather
"hey assistant, resume playback please",play_music
please do i need an umbrella,weather
would you mind if you yo tomorrow,greeting
please look up at 7 am,search_web
"ok, hi there tomorrow",greeting
can you have a good one,farewell
"hey, tell me the time now",time
would you mind if you what is the time now,time
"hey assistant, tell me the time",time
"hey assistant, time check",time
"hey, look up",search_web
just show me,open_app
i need you to go to,open_app
just catch you later today,farewell
would you mind if you hi,greeting
i need you to gotta go,farewell
please i want to listen to music tomorrow,play_music
remind me,set_alarm
"ok, what's the weather like",weather
"hey, how are you assistant",greeting
i need you to launch on youtube,open_app
"ok, create a timer",set_alarm
can you search the web for,search_web
would you mind if you remind me today,set_alarm
"hey, can you google in new york",search_web
"ok, crack a joke",joke
"hey, resume playback friend",play_music
"ok, hello",greeting
would you mind if you add an alarm,set_alarm
"ok, can you open",open_app
could you do you know any jokes assistant,joke
would you mind if you look up,search_web
"ok, start",open_app
i need you to good evening about space,greeting
hi,greeting
please play a song,play_music
could you boot up,open_app
can you tell me something funny now,joke
just boot up in new york,open_app
could you have a good one now,farewell
could you who is,search_web
"ok, goodbye assistant",farewell
could you current time please assistant,time
"hey assistant, do you know the time",time
"ok, music please right now",play_music
"hey, do i need an umbrella in london",weather
"hey assistant, hello",greeting
would you mind if you do you know any jokes tomorrow,joke
can you do i need an umbrella friend,weather
"ok, set an alarm",set_alarm
could you find information about right now,search_web
i need you to what time is it,time
just timer for about dogs,set_alarm
make me laugh,joke
can you tell me a joke,joke
"hey, play a song",play_music
"hey assistant, set a timer",set_alarm
just create a timer tomorrow,set_alarm
would you mind if you put on a playlist about dogs,play_music
just i want to listen to music,play_music
just gotta go friend,farewell
please how are you about space,greeting
i need a laugh friend,joke
"hey, can you google for me",search_web
"hey, catch you later about dogs",farewell
i need you to start playing music now,play_music
just new alarm,set_alarm
"ok, timer for in london",set_alarm
"hey assistant, howdy",greeting
i need you to top of the morning for 10 minutes,greeting
"hey assistant, yo",greeting
what's the clock say,time
"ok, how are you",greeting
would you mind if you is it raining outside on youtube,weather
can you search for,search_web
i need you to time check,time
just what is the temperature,weather
could you tell me a joke,joke
"hey assistant, howdy",greeting
"hey, start in london",open_app
would you mind if you put on a playlist about space,play_music
could you tell me the time assistant,time
could you how is the weather assistant,weather
just do i need an umbrella,weather
can you good evening,greeting
can you what is the time on spotify,time
i need you to is it sunny on spotify,weather
"ok, do you know any jokes",joke
could you how are you at 7 am,greeting
"hey assistant, hey",greeting
please search for buddy,search_web
could you how is the weather on spotify,weather
could you shuffle my songs today,play_music
just create a timer,set_alarm
good evening for me,greeting
could you boot up today,open_app
can you find information about,search_web
could you do you know the time,time
would you mind if you farewell assistant,farewell
please i'm leaving at 7 am,farewell
would you mind if you can you open now,open_app
could you can you open please,open_app
please what's the weather like right now,weather
just good evening on youtube,greeting
could you hey,greeting
"hey, gotta go",farewell
please how is the weather,weather
"hey, what is the temperature",weather
hello assistant,greeting
can you add an alarm,set_alarm
i need you to could you tell me the time in new york,time
just look up on youtube,search_web
would you mind if you play some music for me,play_music
"hey assistant, what's the weather like on youtube",weather
please is it raining outside,weather
would you mind if you show me quickly,open_app
"ok, talk to you soon",farewell
please search the web for,search_web
"hey assistant, bye bye on youtube",farewell
"hey, how is the weather tomorrow",weather
would you mind if you gotta go for 10 minutes,farewell
"ok, boot up",open_app
i need you to time check,time
"hey, hiya",greeting
"ok, peace out",farewell
can you how are you please,greeting
please do you know the time,time
would you mind if you farewell about dogs,farewell
would you mind if you how are you buddy,greeting
could you set a timer,set_alarm
just look up,search_web
could you tell me the time,time
"hey assistant, i need a laugh on youtube",joke
would you mind if you can you open,open_app
"hey, i want to listen to music",play_music
hello friend,greeting
please tell me about quickly,search_web
can you current time please,time
"ok, play some tunes right now",play_music
"hey, boot up",open_app
"hey assistant, can you google",search_web
would you mind if you make me laugh,joke
please i'm leaving for me,farewell
can you hi there now,greeting
could you open up at 7 am,open_app
i need you to i want to listen to music,play_music
"ok, is it sunny",weather
could you time check on spotify,time
please set a timer,set_alarm
"ok, add an alarm at 7 am",set_alarm
"hey assistant, who is right now",search_web
could you play some tunes,play_music
can you shuffle my songs,play_music
"ok, start",open_app
"hey, start",open_app
can you open up,open_app
i need you to top of the morning about dogs,greeting
could you show me friend,open_app
"hey, set an alarm",set_alarm
"hey assistant, do i need an umbrella today",weather
"hey assistant, tell me the time",time
could you set an alarm,set_alarm
would you mind if you do i need an umbrella,weather
"ok, good evening about dogs",greeting
can you could you tell me the time in london,time
what's up,greeting
can you make me laugh,joke
could you i need a laugh buddy,joke
find information about in new york,search_web
i need you to wake me up,set_alarm
i need you to search for,search_web
could you how is the weather right now,weather
can you open,open_app
do you know the time please,time
just do you know any jokes for me,joke
just go to,open_app
would you mind if you what is the temperature at 7 am,weather
just hiya,greeting
i need you to crack a joke,joke
please peace out,farewell
"hey, remind me for 10 minutes",set_alarm
just what time is it for 10 minutes,time
can you play some music for me,play_music
can you shuffle my songs buddy,play_music
set an alarm,set_alarm
i need you to remind me,set_alarm
just set an alarm buddy,set_alarm
just i need a laugh please,joke
can you put on a playlist,play_music
please good evening,greeting
just boot up,open_app
"ok, is it sunny",weather
just talk to you soon about space,farewell
"ok, music please",play_music
good morning now,greeting
just farewell at 7 am,farewell
can you music please,play_music
"hey assistant, can you google",search_web
would you mind if you hey tomorrow,greeting
would you mind if you can you open for 10 minutes,open_app
"ok, goodbye at 7 am",farewell
can you boot up,open_app
would you mind if you who is,search_web
please make me laugh,joke
have a good one now,farewell
"ok, set a timer",set_alarm
"hey, wake me up",set_alarm
could you timer for friend,set_alarm
please set a timer right now,set_alarm
could you what is the time,time
would you mind if you tell me the time about space,time
can you set an alarm quickly,set_alarm
i need you to play some tunes buddy,play_music
please top of the morning,greeting
please do you know any jokes,joke
would you mind if you find information about for 10 minutes,search_web
please say a joke,joke
"ok, gotta go please",farewell
could you could you tell me the time on youtube,time
can you play some tunes now,play_music
please tell me something funny now,joke
would you mind if you crack a joke,joke
would you mind if you hi friend,greeting
could you say a joke about space,joke
can you what is,search_web
could you do you know any jokes,joke
i need you to can you google,search_web
would you mind if you hello for me,greeting
could you bye in new york,farewell
"hey assistant, current time please about space",time
how is the weather,weather
would you mind if you what is,search_web
"hey, launch about space",open_app
"ok, farewell for 10 minutes",farewell
i need you to add an alarm for 10 minutes,set_alarm
"hey, play some music at 7 am",play_music
please say a joke,joke
play some music on youtube,play_music
"hey assistant, do you know the time at 7 am",time
would you mind if you set a timer assistant,set_alarm
"hey, tell me the time",time
"hey, start playing music about dogs",play_music
"hey assistant, good afternoon",greeting
what is the temperature on spotify,weather
can you look up on spotify,search_web
can you yo,greeting
i need you to start,open_app
could you tell me a joke,joke
please crack a joke about dogs,joke
just timer for buddy,set_alarm
"hey assistant, do i need an umbrella buddy",weather
can you timer for tomorrow,set_alarm
would you mind if you play some tunes in new york,play_music
just can you open at 7 am,open_app
could you start playing music,play_music
would you mind if you what's the weather like for 10 minutes,weather
could you open up for me,open_app
just play some tunes,play_music
could you time check,time
hiya for me,greeting
i need you to howdy today,greeting
play some tunes,play_music
"ok, howdy",greeting
can you time check,time
how is the weather buddy,weather
i need you to do i need an umbrella buddy,weather
can you open,open_app
hello right now,greeting
just what's the weather like,weather
peace out in london,farewell
could you tell me a joke friend,joke
can you remind me,set_alarm
"hey, what time is it please",time
would you mind if you start playing music,play_music
i need you to catch you later,farewell
i need a laugh today,joke
i need you to do you know the time on youtube,time
"hey assistant, music please now",play_music
can you set a timer today,set_alarm
just good afternoon friend,greeting
"hey, top of the morning",greeting
would you mind if you tell me the forecast in london,weather
just tell me the time tomorrow,time
i need you to i want to listen to music about space,play_music
open up tomorrow,open_app
i need you to show me,open_app
would you mind if you see ya,farewell
i need you to current time please for 10 minutes,time
"ok, crack a joke",joke
would you mind if you start assistant,open_app
i need you to do you know the time,time
just can you google,search_web
i need you to what is the temperature,weather
could you open up,open_app
crack a joke,joke
"ok, is it sunny tomorrow",weather
"ok, could you tell me the time about space",time
i need you to find information about,search_web
"hey assistant, who is",search_web
"ok, tell me the forecast quickly",weather
good afternoon in london,greeting
can you have a good one at 7 am,farewell
just timer for today,set_alarm
i need you to could you tell me the time,time
just see ya,farewell
just talk to you soon,farewell
"ok, top of the morning now",greeting
"hey assistant, what is the time assistant",time
just tell me something funny about space,joke
timer for now,set_alarm
current time please,time
could you tell me the time,time
tell me something funny,joke
i need you to what time is it on youtube,time
could you do you know the time,time
"hey, what is the temperature",weather
just gotta go,farewell
what time is it about space,time
could you what's the weather like assistant,weather
could you boot up,open_app
please tell me about,search_web
"ok, play some music",play_music
"hey assistant, gotta go",farewell
would you mind if you add an alarm,set_alarm
please show me,open_app
"ok, put on a playlist",play_music
"hey assistant, wake me up",set_alarm
"ok, boot up right now",open_app
"hey assistant, how is the weather in london",weather
please i need a laugh on youtube,joke
could you tell me something funny about space,joke
i need you to what is the temperature right now,weather
could you set a timer,set_alarm
"ok, what is now",search_web
"hey assistant, crack a joke",joke
"hey assistant, can you open",open_app
just open up,open_app
"hey assistant, hiya",greeting
good afternoon quickly,greeting
would you mind if you play some tunes,play_music
would you mind if you hello,greeting
"hey, current time please",time
please what is about space,search_web
"hey assistant, could you tell me the time on youtube",time
just good morning today,greeting
"ok, start on youtube",open_app
i'm leaving now,farewell
shuffle my songs quickly,play_music
please talk to you soon,farewell
would you mind if you see you later friend,farewell
would you mind if you is it sunny on spotify,weather
can you what's the weather like,weather
"ok, how is the weather in new york",weather
"ok, what's the clock say",time
could you search the web for at 7 am,search_web
can you could you tell me the time right now,time
please timer for quickly,set_alarm
"hey assistant, new alarm",set_alarm
i need you to talk to you soon today,farewell
can you do i need an umbrella,weather
"ok, shuffle my songs",play_music
would you mind if you how is the weather for 10 minutes,weather
could you time check tomorrow,time
please show me,open_app
can you play some tunes for me,play_music
"ok, gotta go on youtube",farewell
i need you to start,open_app
i need you to see you later,farewell
can you resume playback about dogs,play_music
start please,open_app
can you can you open for 10 minutes,open_app
please what's the weather like on spotify,weather
would you mind if you farewell in london,farewell
"ok, set an alarm quickly",set_alarm
i need you to do you know the time,time
please see you later,farewell
just is it sunny right now,weather
just good evening,greeting
"hey assistant, gotta go please",farewell
"hey, could you tell me the time at 7 am",time
shuffle my songs for me,play_music
please make me laugh,joke
would you mind if you i want to listen to music,play_music
i need you to timer for,set_alarm
"ok, goodbye",farewell
"hey assistant, yo buddy",greeting
please see ya friend,farewell
please open up today,open_app
could you hi about space,greeting
can you look up,search_web
"hey, start",open_app
i need you to find information about on spotify,search_web
please have a good one right now,farewell
could you farewell today,farewell
just yo,greeting
can you do you know the time friend,time
"ok, launch",open_app
would you mind if you who is,search_web
could you good afternoon about dogs,greeting
would you mind if you search for on youtube,search_web
please i'm leaving,farewell
shuffle my songs,play_music
could you what time is it at 7 am,time
just make me laugh,joke
"hey assistant, good morning please",greeting
just could you tell me the time,time
please open the app please,open_app
"hey, play some music buddy",play_music
would you mind if you play some tunes in london,play_music
could you see ya,farewell
launch,open_app
just is it sunny about dogs,weather
tell me the time on spotify,time
please catch you later,farewell
just hi there,greeting
can you what time is it,time
"ok, make me laugh assistant",joke
just hiya today,greeting
i need you to launch,open_app
just good morning today,greeting
i need you to google about dogs,search_web
"hey assistant, crack a joke for 10 minutes",joke
find information about,search_web
can you create a timer,set_alarm
would you mind if you bye about dogs,farewell
please farewell,farewell
just set an alarm on spotify,set_alarm
please see you later,farewell
can you do you know any jokes today,joke
"ok, put on a playlist",play_music
"hey, add an alarm",set_alarm
"ok, open up",open_app
could you bye bye,farewell
please look up,search_web
just peace out for me,farewell
"hey, can you open",open_app
i need you to see you later at 7 am,farewell
please can you google on youtube,search_web
please timer for,set_alarm
just tell me the forecast,weather
could you play some music buddy,play_music
can you play some tunes,play_music
could you boot up,open_app
please how is the weather,weather
would you mind if you goodbye,farewell
"hey assistant, gotta go",farewell
could you i'm leaving,farewell
"hey, what's the weather like",weather
i need you to i need a laugh,joke
would you mind if you go to,open_app
"ok, play some tunes",play_music
show me,open_app
please crack a joke,joke
please resume playback,play_music
please what is the temperature today,weather
could you create a timer tomorrow,set_alarm
time check,time
can you do i need an umbrella,weather
i need you to play some music for me,play_music
just goodbye,farewell
"hey assistant, do you know the time",time
make me laugh,joke
"hey, have a good one at 7 am",farewell
would you mind if you top of the morning,greeting
"hey, can you google right now",search_web
"hey assistant, music please about dogs",play_music
could you good afternoon for me,greeting
can you have a good one,farewell
i need you to say a joke for 10 minutes,joke
just wake me up tomorrow,set_alarm
can you how are you,greeting
please add an alarm,set_alarm
can you can you open,open_app
"ok, tell me about",search_web
can you what's the clock say,time
please play some tunes,play_music
can you crack a joke,joke
"hey, tell me the forecast please",weather
start,open_app
how is the weather,weather
"ok, show me",open_app
i need you to tell me the time,time
can you what is the temperature friend,weather
"hey, have a good one on spotify",farewell
play some music,play_music
would you mind if you good morning on youtube,greeting
just shuffle my songs right now,play_music
i need you to do i need an umbrella friend,weather
can you say a joke,joke
"hey, start playing music for me",play_music
can you new alarm,set_alarm
"hey, play a song assistant",play_music
"hey assistant, wake me up for 10 minutes",set_alarm
could you tell me the time at 7 am,time
just hi there,greeting
"hey assistant, shuffle my songs",play_music
just how is the weather,weather
"ok, what's the weather like",weather
please greetings,greeting
just who is on spotify,search_web
"hey, hi",greeting
"hey, shuffle my songs for me",play_music
just play some music assistant,play_music
would you mind if you have a good one buddy,farewell
i need you to wake me up,set_alarm
please goodbye,farewell
i need you to google,search_web
can you find information about,search_web
"hey assistant, how is the weather assistant",weather
could you i want to listen to music in new york,play_music
"hey, peace out friend",farewell
please how are you,greeting
"ok, what is the temperature",weather
just hi there,greeting
"hey assistant, put on a playlist",play_music
"hey assistant, say a joke",joke
"hey assistant, hey",greeting
"hey, set an alarm",set_alarm
can you open up,open_app
can you tell me something funny for 10 minutes,joke
"hey, play some music in london",play_music
would you mind if you talk to you soon,farewell
can you crack a joke about dogs,joke
"hey assistant, good afternoon for me",greeting
can you shuffle my songs please,play_music
could you say a joke,joke
can you gotta go,farewell
i need you to do i need an umbrella,weather
"hey, i want to listen to music assistant",play_music
could you hi,greeting
i need you to boot up for 10 minutes,open_app
"hey, do you know the time",time
i need you to tell me the forecast,weather
can you play a song quickly,play_music
tell me the forecast friend,weather
"hey assistant, i want to listen to music for me",play_music
i need you to play some music,play_music
"hey assistant, current time please",time
"hey assistant, is it sunny quickly",weather
"hey assistant, is it raining outside",weather
just wake me up,set_alarm
just play some music,play_music
could you remind me,set_alarm
i need you to make me laugh for me,joke
"ok, do you know any jokes",joke
"ok, start playing music now",play_music
just create a timer right now,set_alarm
would you mind if you remind me now,set_alarm
i need you to tell me the forecast for 10 minutes,weather
please shuffle my songs,play_music
i need you to have a good one,farewell
can you music please right now,play_music
what's the weather like on spotify,weather
just i want to listen to music about dogs,play_music
"hey assistant, do i need an umbrella at 7 am",weather
i need you to boot up,open_app
"hey, crack a joke",joke
can you how are you,greeting
i need you to top of the morning today,greeting
can you music please,play_music
just is it sunny,weather
"ok, look up",search_web
i need you to add an alarm now,set_alarm
just wake me up for 10 minutes,set_alarm
can you hi,greeting
"hey, put on a playlist assistant",play_music
please do i need an umbrella on youtube,weather
open up in new york,open_app
"ok, set an alarm for 10 minutes",set_alarm
"ok, what is the temperature",weather
could you what is the time for 10 minutes,time
just have a good one on spotify,farewell
"hey assistant, look up for me",search_web
please set an alarm about space,set_alarm
i need you to start in london,open_app
can you say a joke friend,joke
"hey assistant, i need a laugh for 10 minutes",joke
say a joke buddy,joke
please new alarm,set_alarm
can you bye for me,farewell
"hey, can you google",search_web
"hey, wake me up now",set_alarm
"ok, resume playback",play_music
"ok, what is about space",search_web
i need you to good morning,greeting
please what time is it buddy,time
"hey assistant, put on a playlist",play_music
just play some tunes at 7 am,play_music
can you is it raining outside for me,weather
"ok, is it raining outside",weather
would you mind if you launch please,open_app
can you google in london,search_web
would you mind if you shuffle my songs,play_music
i need you to start at 7 am,open_app
would you mind if you what is the temperature please,weather
just crack a joke about space,joke
would you mind if you search the web for on youtube,search_web
please put on a playlist right now,play_music
"hey, create a timer",set_alarm
would you mind if you what is the temperature now,weather
i need you to what is the temperature,weather
"hey assistant, tell me something funny",joke
would you mind if you what time is it,time
"hey assistant, wake me up on youtube",set_alarm
can you do i need an umbrella,weather
please google,search_web
hiya please,greeting
i need you to play some music,play_music
please create a timer in new york,set_alarm
just set a timer on spotify,set_alarm
please open up,open_app
could you current time please for 10 minutes,time
hi please,greeting
music please today,play_music
please bye on youtube,farewell
can you launch right now,open_app
can you open up,open_app
"ok, gotta go about dogs",farewell
i need you to play some tunes,play_music
would you mind if you music please,play_music
i need you to see ya now,farewell
"hey, music please",play_music
"hey, start",open_app
"ok, create a timer",set_alarm
just set an alarm today,set_alarm
please i want to listen to music now,play_music
would you mind if you do you know the time,time
"ok, play some music",play_music
"hey, google assistant",search_web
"hey assistant, tell me the time",time
can you catch you later at 7 am,farewell
would you mind if you good evening,greeting
just is it raining outside today,weather
just music please,play_music
"hey assistant, music please for me",play_music
"ok, good morning in london",greeting
could you bye friend,farewell
please tell me something funny today,joke
i need you to i need a laugh,joke
"hey assistant, what is",search_web
"ok, catch you later",farewell
could you what's the weather like,weather
"hey assistant, set a timer for 10 minutes",set_alarm
"ok, wake me up",set_alarm
just say a joke,joke
would you mind if you tell me the time on spotify,time
"hey, set an alarm today",set_alarm
"ok, what's the clock say",time
can you say a joke,joke
please create a timer tomorrow,set_alarm
just do i need an umbrella today,weather
i need a laugh buddy,joke
"hey assistant, tell me a joke buddy",joke
"hey, i want to listen to music assistant",play_music
can you i want to listen to music on youtube,play_music
google tomorrow,search_web
just tell me the time,time
"hey assistant, google",search_web
i need you to talk to you soon,farewell
"ok, what's the weather like on youtube",weather
set a timer on spotify,set_alarm
please what's the weather like,weather
put on a playlist,play_music
can you tell me a joke for 10 minutes,joke
"ok, remind me",set_alarm
please boot up in london,open_app
can you remind me assistant,set_alarm
i need you to see you later in new york,farewell
create a timer,set_alarm
can you bye bye,farewell
i need you to peace out at 7 am,farewell
bye right now,farewell
"hey assistant, do you know the time",time
just farewell,farewell
could you make me laugh about space,joke
could you add an alarm at 7 am,set_alarm
start in new york,open_app
look up,search_web
"ok, is it raining outside",weather
time check assistant,time
what time is it about dogs,time
"ok, resume playback for me",play_music
just start playing music,play_music
"hey, see you later",farewell
could you shuffle my songs please,play_music
could you set an alarm right now,set_alarm
i need you to open the app,open_app
could you tell me a joke assistant,joke
i need you to play some music in london,play_music
would you mind if you search the web for at 7 am,search_web
"hey, set an alarm",set_alarm
just gotta go right now,farewell
i need you to add an alarm in new york,set_alarm
can you what's the weather like on spotify,weather
could you add an alarm,set_alarm
just tell me something funny right now,joke
"ok, who is",search_web
please what's the weather like,weather
could you how are you for me,greeting
can you hi there buddy,greeting
tell me something funny about space,joke
can you music please now,play_music
tell me the forecast,weather
"hey assistant, peace out right now",farewell
just set a timer,set_alarm
can you put on a playlist tomorrow,play_music
"hey, music please on youtube",play_music
would you mind if you do i need an umbrella,weather
"ok, tell me the forecast for 10 minutes",weather
google on spotify,search_web
i need you to is it raining outside,weather
just do you know any jokes at 7 am,joke
i need you to i need a laugh on spotify,joke
"hey, start on youtube",open_app
could you i need a laugh assistant,joke
just make me laugh tomorrow,joke
could you make me laugh,joke
i need you to what's the weather like right now,weather
just add an alarm for 10 minutes,set_alarm
would you mind if you who is at 7 am,search_web
just shuffle my songs,play_music
"hey, put on a playlist",play_music
could you tell me about,search_web
